step,CGM,Ins,Active agent,Jerry_Reward,Morty_Reward,Rick_Reward,Total_Reward,Done,Truncation,Infos,Action,Total Reward
1.0,147.702,,Rick,0.0,0.0,103.843,,0.0,0.0,,0.13,103.843
2.0,145.358,,Rick,0.0,0.0,108.072,,False,False,,0.0,108.072
3.0,142.415,,Rick,0.0,0.0,112.733,,False,False,,0.13,112.733
4.0,139.228,,Rick,0.0,0.0,116.964,,False,False,,0.07,116.964
5.0,136.127,,Rick,0.0,0.0,120.268,,False,False,,0.04,120.268
6.0,133.427,,Rick,0.0,0.0,122.492,,False,False,,0.06,122.492
7.0,131.433,,Rick,0.0,0.0,123.744,,False,False,,0.13,123.744
8.0,130.453,,Rick,0.0,0.0,124.238,,False,False,,0.12,124.238
9.0,130.748,,Rick,0.0,0.0,124.098,,False,False,,0.11,124.098
10.0,132.311,,Rick,0.0,0.0,123.234,,False,False,,0.09,123.234
11.0,134.735,,Rick,0.0,0.0,121.491,,False,False,,0.02,121.491
12.0,137.526,,Rick,0.0,0.0,118.877,,False,False,,0.09,118.877
13.0,140.191,,Rick,0.0,0.0,115.774,,False,False,,0.03,115.774
14.0,142.269,,Rick,0.0,0.0,112.944,,False,False,,0.05,112.944
15.0,143.466,,Rick,0.0,0.0,111.15,,False,False,,0.01,111.15
16.0,143.746,,Rick,0.0,0.0,110.713,,False,False,,0.15,110.713
17.0,143.129,,Rick,0.0,0.0,111.668,,False,False,,0.02,111.668
18.0,141.635,,Rick,0.0,0.0,113.847,,False,False,,0.02,113.847
19.0,139.312,,Rick,0.0,0.0,116.863,,False,False,,0.1,116.863
20.0,136.363,,Rick,0.0,0.0,120.045,,False,False,,0.05,120.045
21.0,133.223,,Rick,0.0,0.0,122.636,,False,False,,0.01,122.636
22.0,130.378,,Rick,0.0,0.0,124.273,,False,False,,0.04,124.273
23.0,128.315,,Rick,0.0,0.0,125.037,,False,False,,0.02,125.037
24.0,127.468,,Rick,0.0,0.0,125.249,,False,False,,0.04,125.249
25.0,127.941,,Rick,0.0,0.0,125.138,,False,False,,0.12,125.138
26.0,129.345,,Rick,0.0,0.0,124.7,,False,False,,0.09,124.7
27.0,131.184,,Rick,0.0,0.0,123.877,,False,False,,0.03,123.877
28.0,132.96,,Rick,0.0,0.0,122.815,,False,False,,0.06,122.815
29.0,134.218,,Rick,0.0,0.0,121.903,,False,False,,0.04,121.903
30.0,134.742,,Rick,0.0,0.0,121.485,,False,False,,0.02,121.485
