step,BG,Rick_Action,Rick_Reward,Morty_Action,Morty_Reward,Rick_Done,Morty_Done,Rick_Trunc,Morty_Trunc,Obs
1.0,134.79204364192393,0.0,121.44365828859327,0.0,0.0,0.0,0.0,0.0,0.0,134.79204364192393
2.0,134.11289946322006,0.0,121.98468907711958,0.0,0.0,False,False,False,False,134.11289946322006
3.0,133.7803344949968,0.10000000149011612,122.23559200439547,0.0,0.0,False,False,False,False,133.7803344949968
4.0,133.57986027512146,0.10000000149011612,122.3823832621132,0.0,0.0,False,False,False,False,133.57986027512146
5.0,133.38968380373916,0.10000000149011612,122.51853630100459,0.0,0.0,False,False,False,False,133.38968380373916
6.0,133.1437902852386,0.10000000149011612,122.69010748787775,0.0,0.0,False,False,False,False,133.1437902852386
7.0,132.80903237426043,0.10000000149011612,122.915577889146,0.0,0.0,False,False,False,False,132.80903237426043
8.0,132.37104303238513,0.0,123.19646445926537,0.0,0.0,False,False,False,False,132.37104303238513
9.0,131.83123704012542,0.10000000149011612,123.5206368934845,0.0,0.0,False,False,False,False,131.83123704012542
10.0,131.2294870866234,0.10000000149011612,123.85336381676859,0.0,0.0,False,False,False,False,131.2294870866234
11.0,130.65784329508153,0.0,124.14147324630494,0.0,0.0,False,False,False,False,130.65784329508153
12.0,130.22001414119092,0.0,124.34370944628063,0.0,0.0,False,False,False,False,130.22001414119092
13.0,130.019386697637,0.0,124.43103916479822,0.0,0.0,False,False,False,False,130.019386697637
14.0,130.14866313342236,0.10000000149011612,124.3751519690295,0.0,0.0,False,False,False,False,130.14866313342236
15.0,130.63984953880325,0.10000000149011612,124.1500997012198,0.0,0.0,False,False,False,False,130.63984953880325
16.0,131.43432709594947,0.10000000149011612,123.74349151719468,0.0,0.0,False,False,False,False,131.43432709594947
17.0,132.45276820700025,0.10000000149011612,123.14526748428068,0.0,0.0,False,False,False,False,132.45276820700025
18.0,133.61514059941175,0.10000000149011612,122.3567933302885,0.0,0.0,False,False,False,False,133.61514059941175
19.0,134.8402371070108,0.0,121.40380392637655,0.0,0.0,False,False,False,False,134.8402371070108
20.0,136.04313590751661,0.10000000149011612,120.34629149895011,0.0,0.0,False,False,False,False,136.04313590751661
21.0,137.13372683763316,0.10000000149011612,119.28321053258617,0.0,0.0,False,False,False,False,137.13372683763316
22.0,138.0204687057962,0.10000000149011612,118.34572046795552,0.0,0.0,False,False,False,False,138.0204687057962
23.0,138.6115172467495,0.10000000149011612,117.6844235535201,0.0,0.0,False,False,False,False,138.6115172467495
24.0,138.82702207971812,0.0,117.43605701570982,0.0,0.0,False,False,False,False,138.82702207971812
25.0,138.66039913470067,0.10000000149011612,117.62842744872592,0.0,0.0,False,False,False,False,138.66039913470067
