step,BG,Rick_Action,Rick_Reward,Morty_Action,Morty_Reward,Rick_Done,Morty_Done,Rick_Trunc,Morty_Trunc,Obs
1.0,134.6423095664546,0.10000000149011612,121.56624745216664,0.0,0.0,0.0,0.0,0.0,0.0,134.6423095664546
2.0,134.28861656375423,0.10000000149011612,121.84839529974647,0.0,0.0,False,False,False,False,134.28861656375423
3.0,133.65572165018625,0.10000000149011612,122.32723023949814,0.0,0.0,False,False,False,False,133.65572165018625
4.0,132.82752640645975,0.0,122.9033654566789,0.0,0.0,False,False,False,False,132.82752640645975
5.0,131.85459791045574,0.0,123.50711096550856,0.0,0.0,False,False,False,False,131.85459791045574
6.0,130.76849598465762,0.0,124.08783121825434,0.0,0.0,False,False,False,False,130.76849598465762
7.0,129.59047788493857,0.0,124.60647631681013,0.0,0.0,False,False,False,False,129.59047788493857
8.0,128.33671443161566,0.10000000149011612,125.03133151485486,0.0,0.0,False,False,False,False,128.33671443161566
9.0,127.02656624311828,0.0,125.33521882041828,0.0,0.0,False,False,False,False,127.02656624311828
10.0,125.71043749238007,0.10000000149011612,125.49635648515812,0.0,0.0,False,False,False,False,125.71043749238007
11.0,124.48633726598274,0.0,125.51656088053244,0.0,0.0,False,False,False,False,124.48633726598274
12.0,123.4636439103665,0.10000000149011612,125.43762349111967,0.0,0.0,False,False,False,False,123.4636439103665
13.0,122.7527636752182,0.10000000149011612,125.33136409664985,0.0,0.0,False,False,False,False,122.7527636752182
14.0,122.45655073175566,0.10000000149011612,125.27464773361487,0.0,0.0,False,False,False,False,122.45655073175566
15.0,122.62740147011945,0.0,125.3082539360056,0.0,0.0,False,False,False,False,122.62740147011945
16.0,123.24142751695351,0.0,125.40893568328124,0.0,0.0,False,False,False,False,123.24142751695351
17.0,124.25824877362933,0.10000000149011612,125.50651340860702,0.0,0.0,False,False,False,False,124.25824877362933
18.0,125.63803627485245,0.10000000149011612,125.50102863390794,0.0,0.0,False,False,False,False,125.63803627485245
19.0,127.32055641544383,0.10000000149011612,125.27948562913014,0.0,0.0,False,False,False,False,127.32055641544383
20.0,129.12059672875625,0.0,124.78106151152815,0.0,0.0,False,False,False,False,129.12059672875625
21.0,130.66517229765597,0.10000000149011612,124.13795188226868,0.0,0.0,False,False,False,False,130.66517229765597
22.0,131.53973696849238,0.10000000149011612,123.68558792712986,0.0,0.0,False,False,False,False,131.53973696849238
23.0,131.32994188981348,0.0,123.79991902981953,0.0,0.0,False,False,False,False,131.32994188981348
