step,BG,Rick_Action,Rick_Reward,Morty_Action,Morty_Reward,Rick_Done,Morty_Done,Rick_Trunc,Morty_Trunc,Obs
1.0,136.68779981320216,0.0,119.7298767530059,0.0,0.0,0.0,0.0,0.0,0.0,136.68779981320216
2.0,137.1856961511522,0.0,119.23007607024715,0.0,0.0,False,False,False,False,137.1856961511522
3.0,137.70082985159394,0.0,118.6912111213037,0.0,0.0,False,False,False,False,137.70082985159394
4.0,138.20623911667758,0.0,118.14101007332533,0.0,0.0,False,False,False,False,138.20623911667758
5.0,138.60430540575675,0.0,117.692668128734,0.0,0.0,False,False,False,False,138.60430540575675
6.0,138.7533354134638,0.10000000149011612,117.5214157167668,0.0,0.0,False,False,False,False,138.7533354134638
7.0,138.48446571174912,0.10000000149011612,117.82903392693572,0.0,0.0,False,False,False,False,138.48446571174912
8.0,137.61228840500624,0.10000000149011612,118.78540656181758,0.0,0.0,False,False,False,False,137.61228840500624
9.0,135.97247728684914,0.0,120.41174618782463,0.0,0.0,False,False,False,False,135.97247728684914
10.0,133.58126805092914,0.10000000149011612,122.38136414638609,0.0,0.0,False,False,False,False,133.58126805092914
11.0,130.73126276492744,0.0,124.10599506992844,0.0,0.0,False,False,False,False,130.73126276492744
12.0,127.77534951399221,0.10000000149011612,125.17906764166901,0.0,0.0,False,False,False,False,127.77534951399221
13.0,125.06553628143251,0.10000000149011612,125.52257694718969,0.0,0.0,False,False,False,False,125.06553628143251
14.0,122.92270629986496,0.10000000149011612,125.36059981954816,0.0,0.0,False,False,False,False,122.92270629986496
15.0,121.48253683134831,0.0,125.03655972844422,0.0,0.0,False,False,False,False,121.48253683134831
16.0,120.60295679570751,0.10000000149011612,124.75356811978031,0.0,0.0,False,False,False,False,120.60295679570751
17.0,120.08035731108487,0.10000000149011612,124.55487276373708,0.0,0.0,False,False,False,False,120.08035731108487
18.0,119.71146101845731,0.10000000149011612,124.40090239542417,0.0,0.0,False,False,False,False,119.71146101845731
19.0,119.31252308613392,0.0,124.40090239542417,0.10000000149011612,124.22161974335688,False,False,False,False,119.31252308613392
20.0,118.81513138044747,0.0,124.40090239542417,0.0,123.9795009961673,False,False,False,False,118.81513138044747
21.0,118.32366299954863,0.0,124.40090239542417,0.0,123.71999965859573,False,False,False,False,118.32366299954863
22.0,117.98109392151096,0.0,124.40090239542417,0.10000000149011612,123.5272046465899,False,False,False,False,117.98109392151096
23.0,117.93082787221724,0.0,124.40090239542417,0.10000000149011612,123.49809191499901,False,False,False,False,117.93082787221724
24.0,118.29961766183715,0.0,124.40090239542417,0.0,123.70678652439221,False,False,False,False,118.29961766183715
25.0,119.1113674798504,0.0,124.40090239542417,0.10000000149011612,124.12618674359521,False,False,False,False,119.1113674798504
26.0,120.2353456572387,0.0,124.40090239542417,0.10000000149011612,124.61617610809492,False,False,False,False,120.2353456572387
27.0,121.50679673844431,0.10000000149011612,125.04345062866412,0.0,124.61617610809492,False,False,False,False,121.50679673844431
28.0,122.76133099394431,0.0,125.33289560984144,0.0,124.61617610809492,False,False,False,False,122.76133099394431
